Vardas         Pavarde               ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9      Egz.
Vardas1176     Pavarde1176             6         6         5         5         7         4         7         9        10         4
Vardas1177     Pavarde1177             5         6         3         9         7         1         9         3         7         6
Vardas1178     Pavarde1178             5         2         4         1         2         1         2         4         4         7
Vardas1179     Pavarde1179             5        10         6         7        10         9        10         3         9         5
Vardas1180     Pavarde1180            10         1         8         7         1         5         5         7         9         6
Vardas1181     Pavarde1181             9         9         4         8         6        10         5         7         6         1
Vardas1182     Pavarde1182             6         5         4         4         5         5         4         2        10         3
Vardas1183     Pavarde1183             5         4         7         1         1         7         7         6         2         7
Vardas1184     Pavarde1184             7         5         9         2         2        10         9         1         6         4
Vardas1185     Pavarde1185             6         4         4         6         7         7         5         1         4         4
Vardas1186     Pavarde1186             1         8         3         9         2         7         3         8         7         6
Vardas1187     Pavarde1187            10         5        10         1         4        10         9         9         1        10
Vardas1188     Pavarde1188             1         4         3        10         5         4        10         8         5         2
Vardas1189     Pavarde1189            10         7         9         2         9         4         2         9         4         6
Vardas1190     Pavarde1190             8         8        10        10         4         3         9         7         6        10
Vardas1191     Pavarde1191             1         3         5         7         8         2         3         6         4         8
Vardas1192     Pavarde1192            10        10         3         3         6         4         8         3         3         3
Vardas1193     Pavarde1193             7         5         1         6         3         6         1         3         3        10
Vardas1194     Pavarde1194             3         3         6         6         7         3         2         8         5         1
Vardas1195     Pavarde1195             5         1         4         4         1         2         5         9         2         4
Vardas1196     Pavarde1196             9         7         2         7         8         9         7         4         1         1
Vardas1197     Pavarde1197             6         7         2        10         8         9        10         4         4         5
Vardas1198     Pavarde1198             2         9         8        10         7         5         5         8        10        10
Vardas1199     Pavarde1199             9         1         6         3         9         7         6         5         7         6
Vardas1200     Pavarde1200             7        10         8         4         6         9         3         2         8         7
Vardas1201     Pavarde1201            10         5         4         1         2         2         8         8         1         5
Vardas1202     Pavarde1202             8         1         3        10         9         8         2         3         5         1
Vardas1203     Pavarde1203             6        10         6         7        10         4         5        10         1         3
Vardas1204     Pavarde1204             6         9         3         6         6         3         9         8         3         8
Vardas1205     Pavarde1205             2         5         3         1         8         5         4         4         3         7
Vardas1206     Pavarde1206            10         7         6         5         9         9         4         5         1         9
Vardas1207     Pavarde1207             2         7         4         3         7         3         6         4         5        10
Vardas1208     Pavarde1208             8         1         1         3         8         5         8         9         3         2
Vardas1209     Pavarde1209             4         5         4         8         6         4         4         6         5         3
Vardas1210     Pavarde1210             9         8         7        10         9         1         1         6         2         6
Vardas1211     Pavarde1211             5         6         5         3         8         7         3         7         9         5
Vardas1212     Pavarde1212             2         8         8         4         3         1        10         9         8         3
Vardas1213     Pavarde1213             9         5         1         3         8        10        10         1         3         7
Vardas1214     Pavarde1214             1         3         3         1         1        10         7         1         1         4
Vardas1215     Pavarde1215             7         5         1         6         5        10         6         9         4         5
Vardas1216     Pavarde1216             9        10         4         3         2         1         2         4         3         6
Vardas1217     Pavarde1217             6         6         7         4         6         6         1        10         4         3
Vardas1218     Pavarde1218             5         1         9         4         8        10         3         3         2         2
Vardas1219     Pavarde1219            10         2         5         4         7        10         2         4         6         5
Vardas1220     Pavarde1220             1         7         5         8         7         3         9         9         6         1
Vardas1221     Pavarde1221             9        10         9         4         5         3         1         1         1         4
Vardas1222     Pavarde1222             8         4         5         6         4         6        10         2         7         5
Vardas1223     Pavarde1223             8         8        10         1         8         1         7         5         7         6
Vardas1224     Pavarde1224             5         1         3         8         3         4         2         4         6         7
Vardas1225     Pavarde1225             9         4         1        10         1        10         3         3         3         9
Vardas1226     Pavarde1226            10         4         7         7         5         7         3         2         2         3
Vardas1227     Pavarde1227             3         3         5         7         2         2         4         3         4         7
Vardas1228     Pavarde1228             1         3         8         6         6         3        10         7         5        10
Vardas1229     Pavarde1229             4         1         4         9         3         5         8         6         4         4
Vardas1230     Pavarde1230             5         5         9         5         1         9         6        10         9         2
Vardas1231     Pavarde1231             8         2         7         6         1         4         9         2         8         1
Vardas1232     Pavarde1232             8         1         6         2         5         5         3         4         4         3
Vardas1233     Pavarde1233             1         9         6         5         3         8         2         2         8         6
Vardas1234     Pavarde1234            10         1         3         3        10        10         2         6        10         8
Vardas1235     Pavarde1235             5         6         8         1        10        10        10         8        10         1
Vardas1236     Pavarde1236            10         6         4         9         7         9        10         9         6         5
Vardas1237     Pavarde1237             5         9         1         4         5         7         6         9         7         8
Vardas1238     Pavarde1238             5        10         8         7         9         7        10         8         8         7
Vardas1239     Pavarde1239             1         2        10        10         9         8         5        10         6         7
Vardas1240     Pavarde1240             4         4        10         8         4         6         5         8         3         2
Vardas1241     Pavarde1241             9         1        10         7         3         2         4         7         4         7
Vardas1242     Pavarde1242             8         9         8         4         8         7         9         4         3        10
Vardas1243     Pavarde1243             1         3         3         4         4         5         5         5         1         2
Vardas1244     Pavarde1244             1         2         5        10         8         7         5         5         7         6
Vardas1245     Pavarde1245            10         9         2         4         8         8         3         2         2         2
Vardas1246     Pavarde1246             9        10        10         5         7         3         5         6         1         9
Vardas1247     Pavarde1247             4         7         4         9         1         4        10        10         9         4
Vardas1248     Pavarde1248             1         8        10         3         9         4         8         2         3        10
Vardas1249     Pavarde1249             2         3         1         4         1         7         3        10         5         9
Vardas1250     Pavarde1250             5         9         6         8        10        10        10        10         8        10
Vardas1251     Pavarde1251             3         2         8         3         4         6         2         3         9        10
Vardas1252     Pavarde1252            10         7         4         1         4         9         1         9         2        10
Vardas1253     Pavarde1253             4         5         2         9         3         4         1         9         7         3
Vardas1254     Pavarde1254            10         5         8         6         2         8         1         5         2         4
Vardas1255     Pavarde1255             6         3         7         2         3         9         6         9         9         6
Vardas1256     Pavarde1256             2         8         4         4         1         7         6         7         1         4
Vardas1257     Pavarde1257             1         3         4         1         7         9         2         7         5         4
Vardas1258     Pavarde1258             9         7         9         4         1         6         6         2         5         2
Vardas1259     Pavarde1259             2         9         4         6         4         6         2         8         4         1
Vardas1260     Pavarde1260             2         3         5         7         1         7        10        10         2         3
Vardas1261     Pavarde1261             5         4         8         7         2         9         4        10         7         3
Vardas1262     Pavarde1262            10         3         9         8         3         5         1         7        10         2
Vardas1263     Pavarde1263             4         7         9         3         2         4         1         1         3         5
Vardas1264     Pavarde1264             4         8        10        10         7         8         5         4         4         6
Vardas1265     Pavarde1265             4         6         5         3         3        10         5         2         8         2
Vardas1266     Pavarde1266             7         8         1         8         5        10         5         7         9         3
Vardas1267     Pavarde1267             2         7         9         1         3         4         7         1         8         2
Vardas1268     Pavarde1268             3         6         3         8         6         7         8         6         3        10
Vardas1269     Pavarde1269            10         3         5         9         1         7        10         3         1         3
Vardas1270     Pavarde1270             4         2         5         4         4         1         7         5         6        10
Vardas1271     Pavarde1271             8         7         5         1        10         3         7         6         6         1
Vardas1272     Pavarde1272             6         4        10         3         5         3         9         3         4         6
Vardas1273     Pavarde1273             8        10         9         9        10         5         4         3         1         5
Vardas1274     Pavarde1274             7         7         4        10         5         8         9         3         5         8
Vardas1275     Pavarde1275             7         8         5         4         6         5        10        10         5        10
Vardas1276     Pavarde1276            10         9         3         7         6         2         7         9         6        10
Vardas1277     Pavarde1277             4         6         1         1        10         1         4         1         3         8
Vardas1278     Pavarde1278             9         7         2         4        10         8         9         6        10         3
Vardas1279     Pavarde1279             7         1         4         1         4         7         2         6         6         2
Vardas1280     Pavarde1280             2        10         1        10         4         5         9         9         3         7
Vardas1281     Pavarde1281             2         3         8         9         4         9         4         4         7         8
Vardas1282     Pavarde1282             8         7         9         8        10         7         3         2         1         6
Vardas1283     Pavarde1283             2         3         3         7         5         8         4         5         4         9
Vardas1284     Pavarde1284            10         6         9        10         8         1         7        10         6         3
Vardas1285     Pavarde1285             1         2         4         2         7         4         3         4        10         3
Vardas1286     Pavarde1286             2         1         3         4         6         6         1         8         8         3
Vardas1287     Pavarde1287             2         9         3         4         5         6        10         4         5         4
Vardas1288     Pavarde1288             7        10         5         2         2         7         4         4         3         1
Vardas1289     Pavarde1289            10         7        10         1         6         4         8         3         4         8
Vardas1290     Pavarde1290             9         7         3         1         3         3         7         5         4         5
Vardas1291     Pavarde1291             6         5         3         8         4         8        10         3         2         5
Vardas1292     Pavarde1292             4         2         8         3         6         5         3         9         9         4
Vardas1293     Pavarde1293             7         8         8         3         3         2         7         3         3         2
Vardas1294     Pavarde1294             9         8         4         1         9         1         9         9         9         6
Vardas1295     Pavarde1295             7         2         9         9         6        10         5         9        10         5
Vardas1296     Pavarde1296            10         1         4         2         7         1        10         1         1         5
Vardas1297     Pavarde1297             7         1         2         7         7         5         2         5         6         1
Vardas1298     Pavarde1298             7         5         4         9         7         6         3         6         1         1
Vardas1299     Pavarde1299             4         9        10         1         1         6         8         2         3         9
Vardas1300     Pavarde1300             7         6         5         7         3         7         6         1         1         8
Vardas1301     Pavarde1301            10         4         4         2         9         1         2         1         4         8
Vardas1302     Pavarde1302             1         4         2         5        10         9         9         9         9         7
Vardas1303     Pavarde1303             3         2         5         3         8        10         3         1         7         9
Vardas1304     Pavarde1304            10         1         8         4         4         1         6        10         8        10
Vardas1305     Pavarde1305             9         6         4         3         4         9         7         4         6         8
Vardas1306     Pavarde1306             2         5         7         1         5        10         3        10         9         9
Vardas1307     Pavarde1307            10         2         5         1         9         8         2         6         4         6
Vardas1308     Pavarde1308             3         7         4         2         7         9         6         3         4         4
Vardas1309     Pavarde1309             9         1         6         2         3         7         7         3         3         3
Vardas1310     Pavarde1310             2         7         5         2        10         6         8         5         7         8
Vardas1311     Pavarde1311             7         7         1         3         3         9         8         5         9         4
Vardas1312     Pavarde1312            10         6        10         5         7         3         1         3        10         6
Vardas1313     Pavarde1313             2         2        10         4        10        10         8        10         9         7
Vardas1314     Pavarde1314             7         1         6         4         3         7         9         6        10        10
Vardas1315     Pavarde1315             1         5         6         9         6         3        10         6         1        10
Vardas1316     Pavarde1316             1         3         7         6         6         7        10         6         2         5
Vardas1317     Pavarde1317             5         3         5         2         1         3         2         3         2         4
Vardas1318     Pavarde1318             1         3         4         6         6         2         7         4         5         2
Vardas1319     Pavarde1319             7         5         1         7         7         6         5        10         2         2
Vardas1320     Pavarde1320             9         8         1         8         1         9         7         9         2         4
Vardas1321     Pavarde1321             4         7         6         5        10         9         9         9         5         3
Vardas1322     Pavarde1322            10         2         7         5         6        10         5         8         7         5
Vardas1323     Pavarde1323             1         4        10         8         2         3         8         4         2         1
Vardas1324     Pavarde1324             8         7         4         9         2         1         6         1         4         8
Vardas1325     Pavarde1325             8         8         3         6         2         8         2         6         5         2
Vardas1326     Pavarde1326             1         9         7         6         4         7         4         8         6         3
Vardas1327     Pavarde1327            10         8         1         5         7         7         9         4         5         6
Vardas1328     Pavarde1328             2         4         7         4         1         5         8         3         4         9
Vardas1329     Pavarde1329             3         3         7         9         1         6         2         5         3         1
Vardas1330     Pavarde1330             8         9         5         3         7         3         4         4         4         9
Vardas1331     Pavarde1331             1        10         7         4         8         9         2         7         9         5
Vardas1332     Pavarde1332             1         6         8        10         7         7         4         9         6         3
Vardas1333     Pavarde1333             9         2         1         3         1         7         7        10        10         2
Vardas1334     Pavarde1334             1         4         3         8         4         6         3         9         7         9
Vardas1335     Pavarde1335             7         1         3         9         4         8         7         1         4         4
Vardas1336     Pavarde1336             4         2         3         5         5        10         9         1         3         2
Vardas1337     Pavarde1337             3         7        10         7         1        10         9         3        10         6
Vardas1338     Pavarde1338             4         9         4         7         4         5         4         4         6         7
Vardas1339     Pavarde1339             1         1         7         9         2         3         8         8         4         6
Vardas1340     Pavarde1340             2         3         4         1         9         2        10        10         3         9
Vardas1341     Pavarde1341             8         5         2         6         6         6         7         8         6         8
Vardas1342     Pavarde1342             7         9        10         3         1         6         6         9        10         6
Vardas1343     Pavarde1343             1         8        10         3         4         4         5         9         9         7
Vardas1344     Pavarde1344             5         9         7         4         4         7         7        10         5        10
Vardas1345     Pavarde1345             6         5         5         1         8         5         5         2         8         8
Vardas1346     Pavarde1346             4         5        10         8         2         7         3         7         6         7
Vardas1347     Pavarde1347             5         8         9         2         1         6         8         4         5        10
Vardas1348     Pavarde1348             4        10         7         4         6         4         6         3         6         4
Vardas1349     Pavarde1349            10         9         7         9        10         8         7         5         2         3
Vardas1350     Pavarde1350             2         7         2         7         2         1        10         2         7         9
Vardas1351     Pavarde1351             8         5         7         2         3         2         7         5         5         3
Vardas1352     Pavarde1352             7        10         5         9         1        10         6         4         7         5
Vardas1353     Pavarde1353             9         5         8         5         3         4         2         3         8         1
Vardas1354     Pavarde1354             5         9         3         2         6         8        10         7         7         4
Vardas1355     Pavarde1355             7         9         9         4         6         7         5         8         4         9
Vardas1356     Pavarde1356             1         5         8         5        10         6         1         7         2         6
Vardas1357     Pavarde1357             7         5         6         9         2         3        10        10         5         6
Vardas1358     Pavarde1358             8         5         9         5         1        10         1         7         4         7
Vardas1359     Pavarde1359             1         2         2         8         2         6         9         1        10         5
Vardas1360     Pavarde1360             4        10        10        10         4         2         6         5         2         9
Vardas1361     Pavarde1361             3         5        10         3         5         9         3         6        10         4
Vardas1362     Pavarde1362             4         6         5         6         1         2        10         5         8        10
Vardas1363     Pavarde1363             6         8         9         6        10         5         9         7         6         5
Vardas1364     Pavarde1364            10         1         3         3         2        10         3        10         5         4
Vardas1365     Pavarde1365             1         6         2         3         3         6         1         9         3         4
Vardas1366     Pavarde1366             9         3         8         1         3         1         4         5         1         8
Vardas1367     Pavarde1367             3         6         9         4         5         5        10         1         6         4
Vardas1368     Pavarde1368             9         2         5         2         8        10         3         6        10         6
Vardas1369     Pavarde1369             2         7         6         6         3         4         8        10         1         9
Vardas1370     Pavarde1370             3        10         9         5         2         7         3         2         7         7
Vardas1371     Pavarde1371             6         3         5         1         6        10         1         6         5         4
Vardas1372     Pavarde1372             2         7         4         2         3         7         3         5         5         3
Vardas1373     Pavarde1373             8         8         6        10         8         1         5         4         9         3
Vardas1374     Pavarde1374             1         7         7         1         8         2         9         3         8         4
Vardas1375     Pavarde1375             1         5         8         4         1         7         2         1         6         4
Vardas1376     Pavarde1376             7         3         8         6         7         1         6         7         5        10
Vardas1377     Pavarde1377             3         3        10         1         7         4         2         8        10         4
Vardas1378     Pavarde1378             5         1         8         1         7         2         8         2         2         3
Vardas1379     Pavarde1379             5         6         4         4         7         3         3         4         9         6
Vardas1380     Pavarde1380             6         1         9        10         1         9         7        10        10         9
Vardas1381     Pavarde1381             9         8         3         4         2         5         8         8         6         7
Vardas1382     Pavarde1382             6         2         1         9         3         9         9         2        10         6
Vardas1383     Pavarde1383             5         8        10         8         6         2         6         8         6         1
Vardas1384     Pavarde1384             5         2         6         8         4         4         4         6         7        10
Vardas1385     Pavarde1385             7         1         9        10         4         9         9         4         9         3
Vardas1386     Pavarde1386             1         8        10         2         4         3         6         4         1         9
Vardas1387     Pavarde1387             1         6         8         8         4         2         8         1         6         3
Vardas1388     Pavarde1388             1         2         8         2         1         3         1         8         9         2
Vardas1389     Pavarde1389             3         4         5         1         8         2         2         1        10         9
Vardas1390     Pavarde1390             8         2         6         2         9         6         4         4         4         5
Vardas1391     Pavarde1391             8         7         9         2         7         4         1         8         3         9
Vardas1392     Pavarde1392             2         1         5         1         2         4         5         4         6        10
Vardas1393     Pavarde1393            10         8         5         2         1         2         5         8         7         9
Vardas1394     Pavarde1394             7         9         1         4        10         4         7         6         7         1
Vardas1395     Pavarde1395             1         6        10         8         3         1        10         6         9         2
Vardas1396     Pavarde1396             2         2         7         5         1         8        10         4         5         3
Vardas1397     Pavarde1397             7        10         4         4         9         8         4         5         5         6
Vardas1398     Pavarde1398             4         3         1         4         1         2         4         4         4         8
Vardas1399     Pavarde1399             3         3         4         7         9         3         9         9         1         3
Vardas1400     Pavarde1400             2         9         2         2         5        10         1         9         9         3
Vardas1401     Pavarde1401             2         8         7         4         3         8        10         2         5         6
Vardas1402     Pavarde1402             3         1         5         5         9         9        10         5         4         1
Vardas1403     Pavarde1403             3         8         8         3         9         8         6         5         2         9
Vardas1404     Pavarde1404             3         4         7         9         6         3         4         3         9         8
Vardas1405     Pavarde1405             8         3        10        10         1         1         4         4         1        10
Vardas1406     Pavarde1406             3         5         4         7        10         3         1         4         3         6
Vardas1407     Pavarde1407             9         2         4         8         2         7         6         1        10         1
Vardas1408     Pavarde1408             3         5         9         1         9         9         3         4         5         6
Vardas1409     Pavarde1409             3         7         3         4         9         6         5         4         2        10
Vardas1410     Pavarde1410            10         7         9         2         4         4         7         9         3         8
Vardas1411     Pavarde1411            10        10         8         2         6         8         8         3         7         5
Vardas1412     Pavarde1412             8         4         8         9         7         9         1         3         3         7
Vardas1413     Pavarde1413             9         2         9         5         3         2         7         7        10         2
Vardas1414     Pavarde1414             2         6         4         2         6         9         2         4         8         5
Vardas1415     Pavarde1415            10         4         3         9         3         9         4         4         5         6
Vardas1416     Pavarde1416             9         6        10         5         6         6         8         1         9         1
Vardas1417     Pavarde1417             2         1         3         2         4         2        10        10        10         4
Vardas1418     Pavarde1418             6         4         7         6         5         2         1         9         5         4
Vardas1419     Pavarde1419             5        10        10         6         8         8         1         5         8         2
Vardas1420     Pavarde1420             3         1         9         7         5         5        10         6        10         2
Vardas1421     Pavarde1421            10         8         1         9         5         8         2         4         5         1
Vardas1422     Pavarde1422             3         9         3         2         3        10         3         2         5         2
Vardas1423     Pavarde1423             1         5         4        10         2         3         9         7         4         2
Vardas1424     Pavarde1424             5        10         1         5         5         3         6         2         9         5
Vardas1425     Pavarde1425             9         1         5         3         2         7         6         7         7        10
Vardas1426     Pavarde1426             1         8         2         6         7         2         9         3         8         4
Vardas1427     Pavarde1427             1         6         8         1         2         8         7         5         1         7
Vardas1428     Pavarde1428             6         1         1         2         8         4         1         2         5         9
Vardas1429     Pavarde1429            10        10         8         1         4         4        10        10         3        10
Vardas1430     Pavarde1430             3         7         2         3         7         8         3         8         1         6
Vardas1431     Pavarde1431             4         5         5        10         4         8        10         6         9         3
Vardas1432     Pavarde1432             2         2         1         6         5         7        10         4         8         5
Vardas1433     Pavarde1433             5        10         4         9        10        10         4         7         2         1
Vardas1434     Pavarde1434             3         1         8         2         3         4         6         2        10         4
Vardas1435     Pavarde1435            10         2         2         9         4         6         7         1         6        10
Vardas1436     Pavarde1436             5         2         8         3         2         3         5         7         5         9
Vardas1437     Pavarde1437             5         4         6         6        10         2        10         6         5         6
Vardas1438     Pavarde1438             3         1         3         9         6         4         3         3        10         9
Vardas1439     Pavarde1439             2         4         3         4        10        10         1        10         6         5
Vardas1440     Pavarde1440             8         4         9        10         7         6         8        10         6         5
Vardas1441     Pavarde1441             5         7         2         1         8         1         1         9         1         3
Vardas1442     Pavarde1442             1         2         6         9         4         2         5         5        10         9
Vardas1443     Pavarde1443            10         2         6         1         3         7         2         3         2         9
Vardas1444     Pavarde1444             8         7         4         4        10         7        10         5         2         9
Vardas1445     Pavarde1445             6        10         8         3         8         7         7         1         4         6
Vardas1446     Pavarde1446             9         2         6         4         1         5         5         9         7         1
Vardas1447     Pavarde1447             5         2         7         5         6        10        10         6         4         9
Vardas1448     Pavarde1448            10         9         8         6         3        10         6         7         7         8
Vardas1449     Pavarde1449             2         6         2         6         4         8         8         7         2         6
Vardas1450     Pavarde1450             3         9        10         2         9         3         5         3         1         1
Vardas1451     Pavarde1451             3         8         7         6         7         7         7         3         6         7
Vardas1452     Pavarde1452             6         6         1         5         4         7         1         6         3         5
Vardas1453     Pavarde1453             9         3         3         9         1         6         5         8         8         3
Vardas1454     Pavarde1454             4        10         8         8         1         6         2         7         5         2
Vardas1455     Pavarde1455             2         9         3         7         7         7         2         1         8        10
Vardas1456     Pavarde1456             4         4        10        10         3         1         8        10         9         6
Vardas1457     Pavarde1457            10         5         7         7         8         2         7         9         8         8
Vardas1458     Pavarde1458             1         4         5         4         3         4         6         8         7         2
Vardas1459     Pavarde1459             3         4         9         5         9         8         9         6         9         8
Vardas1460     Pavarde1460             5         1         1         9         9         7         3         3         1         2
Vardas1461     Pavarde1461             2         1        10        10         8         5         7         5         9         9
Vardas1462     Pavarde1462             7        10         7         2         8         4        10         1         7         6
Vardas1463     Pavarde1463             9         7         9         5         2         7         3         6         3         7
Vardas1464     Pavarde1464             8        10         6         2         9         7         5         6         9         8
Vardas1465     Pavarde1465             4         8         4         9         1        10         3         3        10         3
Vardas1466     Pavarde1466             5         6         5         4         1         7         6         9         4         2
Vardas1467     Pavarde1467             2         8         5         5         8         2         3         2         1         6
Vardas1468     Pavarde1468             6        10         6         1         2         4         9         5        10         2
Vardas1469     Pavarde1469             9         8         1         4         1        10        10         2         4         2
Vardas1470     Pavarde1470             3        10         9         1         9         9         8         9         6         1
Vardas1471     Pavarde1471             7         3         7         6        10         2         2         4        10         6
Vardas1472     Pavarde1472             5         4         9         4         8         6         9         3         6        10
Vardas1473     Pavarde1473             4         6         2         1         3         6         8         4         9         5
Vardas1474     Pavarde1474             2         4         1         1         9        10         1         1        10        10
Vardas1475     Pavarde1475             4         4         2         6         6         9         5         6         2         9
Vardas1476     Pavarde1476             8        10        10         9         8         6         8         2         1         5
Vardas1477     Pavarde1477             2         5         2         4         9         3         3        10         2         8
Vardas1478     Pavarde1478             7         3         8         5         2         3         6        10         1         8
Vardas1479     Pavarde1479             8        10         8         2        10         2         1         8         9         5
Vardas1480     Pavarde1480             1        10         5         7         6         6        10         6         2         5
Vardas1481     Pavarde1481             5         6         6         3        10         7         2         5         9         6
Vardas1482     Pavarde1482            10         3         8        10         6         1         9         6         1         2
Vardas1483     Pavarde1483             1         3         3         8         9         3         6         4         5        10
Vardas1484     Pavarde1484             3         1         9         4        10         1         2         2         7         1
Vardas1485     Pavarde1485             9         1         4         5         5         9         1         8         7         6
Vardas1486     Pavarde1486             3         7        10         5         8         8         9         7         4         6
Vardas1487     Pavarde1487             9         5         6         7         1         8         5         4         9         4
Vardas1488     Pavarde1488             8         9         5         7         2         7         5         7         8         6
Vardas1489     Pavarde1489             2         2         2         7         4         6         7         7         5         6
Vardas1490     Pavarde1490             7        10         6         9         5         6        10         2         9         8
Vardas1491     Pavarde1491             1         8         7         3         2         4         1         2         2         5
Vardas1492     Pavarde1492            10         6         3         7         1         2         4         5         4         8
Vardas1493     Pavarde1493             1         9         2         9         4         6        10        10         8         5
Vardas1494     Pavarde1494            10         7        10         4         4        10         2         5         5         6
Vardas1495     Pavarde1495             2         1         1        10         2        10         2        10         9         8
Vardas1496     Pavarde1496             1         5         6        10         6         4         3         8         1         3
Vardas1497     Pavarde1497            10         6         9         4         5         7         4         6         8         7
Vardas1498     Pavarde1498            10         9         2         2         2         3         3         2         4         3
Vardas1499     Pavarde1499             2        10         6         6         4         6         8         1         4         9
Vardas1500     Pavarde1500             1         4         3         9         3         8         4         7         7         5
Vardas1501     Pavarde1501             6         7         6         8         2         3         3         1         6         6
Vardas1502     Pavarde1502             6         4         3         7         6         8         3         2         1         8
Vardas1503     Pavarde1503             1        10         4         1         9         1         5         7         5         7
Vardas1504     Pavarde1504             2         3         3         9         7         4         6         2         5         4
Vardas1505     Pavarde1505             6         2         4        10         4         5         1         4         6         8
Vardas1506     Pavarde1506             6         6         1         2        10         4         5         1         7        10
Vardas1507     Pavarde1507            10         6         1         9         6         6         1         7         6         3
Vardas1508     Pavarde1508             3         1         5         7        10         6         2         8         1         5
Vardas1509     Pavarde1509             1         1         8         5         7        10         3         4         3         7
Vardas1510     Pavarde1510             4         2         4         1         7         3        10         4         2         3
Vardas1511     Pavarde1511             9         7         8         7         7         2        10         4         8        10
Vardas1512     Pavarde1512             3         3         1         4         7         7         2         8        10         8
Vardas1513     Pavarde1513             9         4        10         4         5        10         8         8         6         5
Vardas1514     Pavarde1514             7         1         2         4         7         7         6         2         8         1
Vardas1515     Pavarde1515             6        10         8        10         7         8         8         5         9         1
Vardas1516     Pavarde1516             6         1         3         1         9         7        10         4         1         2
